lakeID	dateTime	localTZ	daylightSavings	doObs
Loch	2016-07-27 10:09:00	Mountain	yes	7.235
Loch	2016-07-27 10:39:00	Mountain	yes	7.261
Loch	2016-07-27 11:09:00	Mountain	yes	7.256
Loch	2016-07-27 11:39:00	Mountain	yes	7.309
Loch	2016-07-27 12:09:00	Mountain	yes	7.317
Loch	2016-07-27 12:39:00	Mountain	yes	7.339
Loch	2016-07-27 13:09:00	Mountain	yes	7.32
Loch	2016-07-27 13:39:00	Mountain	yes	7.367
Loch	2016-07-27 14:09:00	Mountain	yes	7.359
Loch	2016-07-27 14:39:00	Mountain	yes	7.359
Loch	2016-07-27 15:09:00	Mountain	yes	7.366
Loch	2016-07-27 15:39:00	Mountain	yes	7.413
Loch	2016-07-27 16:09:00	Mountain	yes	7.451
Loch	2016-07-27 16:39:00	Mountain	yes	7.492
Loch	2016-07-27 17:09:00	Mountain	yes	7.521
Loch	2016-07-27 17:39:00	Mountain	yes	7.477
Loch	2016-07-27 18:09:00	Mountain	yes	7.563
Loch	2016-07-27 18:39:00	Mountain	yes	7.562
Loch	2016-07-27 19:09:00	Mountain	yes	7.515
Loch	2016-07-27 19:39:00	Mountain	yes	7.496
Loch	2016-07-27 20:09:00	Mountain	yes	7.516
Loch	2016-07-27 20:39:00	Mountain	yes	7.499
Loch	2016-07-27 21:09:00	Mountain	yes	7.486
Loch	2016-07-27 21:39:00	Mountain	yes	7.469
Loch	2016-07-27 22:09:00	Mountain	yes	7.449
Loch	2016-07-27 22:39:00	Mountain	yes	7.395
Loch	2016-07-27 23:09:00	Mountain	yes	7.398
Loch	2016-07-27 23:39:00	Mountain	yes	7.366
Loch	2016-07-28 00:09:00	Mountain	yes	7.374
Loch	2016-07-28 00:39:00	Mountain	yes	7.369
Loch	2016-07-28 01:09:00	Mountain	yes	7.316
Loch	2016-07-28 01:39:00	Mountain	yes	7.366
Loch	2016-07-28 02:09:00	Mountain	yes	7.346
Loch	2016-07-28 02:39:00	Mountain	yes	7.337
Loch	2016-07-28 03:09:00	Mountain	yes	7.343
Loch	2016-07-28 03:39:00	Mountain	yes	7.34
Loch	2016-07-28 04:09:00	Mountain	yes	7.33
Loch	2016-07-28 04:39:00	Mountain	yes	7.3
Loch	2016-07-28 05:09:00	Mountain	yes	7.319
Loch	2016-07-28 05:39:00	Mountain	yes	7.333
Loch	2016-07-28 06:09:00	Mountain	yes	7.324
Loch	2016-07-28 06:39:00	Mountain	yes	7.314
Loch	2016-07-28 07:09:00	Mountain	yes	7.28
Loch	2016-07-28 07:39:00	Mountain	yes	7.344
Loch	2016-07-28 08:09:00	Mountain	yes	7.29
Loch	2016-07-28 08:39:00	Mountain	yes	7.281
Loch	2016-07-28 09:09:00	Mountain	yes	7.269
Loch	2016-07-28 09:39:00	Mountain	yes	7.257
Loch	2016-07-28 10:09:00	Mountain	yes	7.248
Loch	2016-07-28 10:39:00	Mountain	yes	7.256
Loch	2016-07-28 11:09:00	Mountain	yes	7.325
Loch	2016-07-28 11:39:00	Mountain	yes	7.277
Loch	2016-07-28 12:09:00	Mountain	yes	7.394
Loch	2016-07-28 12:39:00	Mountain	yes	7.321
Loch	2016-07-28 13:09:00	Mountain	yes	7.353
Loch	2016-07-28 13:39:00	Mountain	yes	7.359
Loch	2016-07-28 14:09:00	Mountain	yes	7.319
Loch	2016-07-28 14:39:00	Mountain	yes	7.373
Loch	2016-07-28 15:09:00	Mountain	yes	7.401
Loch	2016-07-28 15:39:00	Mountain	yes	7.38
Loch	2016-07-28 16:09:00	Mountain	yes	7.471
Loch	2016-07-28 16:39:00	Mountain	yes	7.386
Loch	2016-07-28 17:09:00	Mountain	yes	7.38
Loch	2016-07-28 17:39:00	Mountain	yes	7.388
Loch	2016-07-28 18:09:00	Mountain	yes	7.388
Loch	2016-07-28 18:39:00	Mountain	yes	7.385
Loch	2016-07-28 19:09:00	Mountain	yes	7.402
Loch	2016-07-28 19:39:00	Mountain	yes	7.369
Loch	2016-07-28 20:09:00	Mountain	yes	7.375
Loch	2016-07-28 20:39:00	Mountain	yes	7.374
Loch	2016-07-28 21:09:00	Mountain	yes	7.354
Loch	2016-07-28 21:39:00	Mountain	yes	7.323
Loch	2016-07-28 22:09:00	Mountain	yes	7.291
Loch	2016-07-28 22:39:00	Mountain	yes	7.282
Loch	2016-07-28 23:09:00	Mountain	yes	7.304
Loch	2016-07-28 23:39:00	Mountain	yes	7.298
Loch	2016-07-29 00:09:00	Mountain	yes	7.282
Loch	2016-07-29 00:39:00	Mountain	yes	7.261
Loch	2016-07-29 01:09:00	Mountain	yes	7.224
Loch	2016-07-29 01:39:00	Mountain	yes	7.238
Loch	2016-07-29 02:09:00	Mountain	yes	7.248
Loch	2016-07-29 02:39:00	Mountain	yes	7.234
Loch	2016-07-29 03:09:00	Mountain	yes	7.225
Loch	2016-07-29 03:39:00	Mountain	yes	7.222
Loch	2016-07-29 04:09:00	Mountain	yes	7.212
Loch	2016-07-29 04:39:00	Mountain	yes	7.222
Loch	2016-07-29 05:09:00	Mountain	yes	7.218
